coursePrefix,courseNum,fee,section,credits,days,times,building,room,title,prof,days2,times2,building2,room2
ACG,2021,,02F7,4,,,WEB*,,INTRO FINAN ACCOUNTNG,"Goslinga,Jill Kristen;",,,,
PCB,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,"Folimonova,Svetlana Yuryevna;",,,,
COP,2271,,DEPT,2,MTW F,4,RNK,0110,COMPU PROG FOR ENGRS,"Kirli,Serdar;",,,,
COP,2271L,,DEPT,1,MTW F,3,RNK,0110,COMPU PROG ENGRS LAB,"Kirli,Serdar;",,,,
EIN,4944,,DEPT,VAR,TBA,,,,PRACTICAL WORK,"Kirli,Serdar;",,,,
EIN,6905,,DEPT,VAR,TBA,,,,SPECIAL PROBLEMS,STAFF;,,,,
EGN,5949,,DEPT,VAR,TBA,,,,PRAC/INTERN/COOP WORK,"Guan,Yongpei;",,,,
EIN,4335,,7776,3,T,5-7,MAEB,0238,SENIOR DESIGN PROJECT,"Basinger,Katie LeAnne;",,,,
EIN,4354,,DEPT,3,,,WEB*,,ENGINEERING ECONOMY,"Basinger,Katie LeAnne;",,,,
EIN,4944,,DEPT,VAR,TBA,,,,PRACTICAL WORK,"Kirli,Serdar;",,,,
EIN,6905,,DEPT,VAR,TBA,,,,OEM/MASTER'S PROJECT,STAFF;,,,,
EIN,6905,,DEPT,VAR,TBA,,,,SPECIAL PROBLEMS,STAFF;,,,,
EIN,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
EIN,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
ESI,4312,,7G51,4,MT RF,5,MAEB,0234,OPERATIONS RESEARCH 1,STAFF;,,,,
ESI,4327C,,7G66,4,MTWRF,6,AND,0134,MATRIX/NUMERIC METHOD,STAFF;,,,,
ESI,4356,,7362,4,MT RF,2,BAR,0211,DECISION SUPPORT SYST,"Landrum,McKenzie E;",,,,
ESI,4357,,729A,4,MT RF,3,TUR,1101,WEB BASED DECIS SUPP,"Salimi,Ehsan;",,,,
ESI,6323,,DEPT,3,TBA,,,,MODEL SUP CHAIN MANAG,"Akcali,Elif;",,,,
ESI,6546,,DEPT,3,M W F,5,MAEB,0229,STOCHAS MODEL/ANALYS,"Salimi,Ehsan;",,,,
ESI,6555,,7C02,3,M W F,6,CSE,E107,SYSTEMS MANAGEMENT,"Grundel,Don Arvid;",,,WEB*,
ESI,6555,,DEPT,3,,,WEB,,SYSTEMS MANAGEMENT,"Grundel,Don Arvid;",,,,
ESI,6555,,DEPT,3,,,WEB,,SYSTEMS MANAGEMENT,"Grundel,Don Arvid;",,,,
MAN,5502,,DEPT,2,T R,5-6,HGS,240,PROD & OPERATION MGMT,"Munson,Adam Burton;",,,,
QMB,4905,,0484,VAR,TBA,,,,INDIVIDUAL WORK,"Aytug,Haldun;",,,,
QMB,4970,,0485,1,TBA,,,,HONORS THESIS,"Aytug,Haldun;",,,,
QMB,6755,,DEPT,2,T R,1-2,HGS,140,MANAG QUANT ANALYS 1,"Munson,Adam Burton;",,,,
MAN,5502,,DEPT,2,M W,1-2,HGS,240,PROD & OPERATION MGMT,"Munson,Adam Burton;",,,,
QMB,4905,,4H52,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
QMB,4970,,4H47,1,TBA,,,,HONORS THESIS,"Aytug,Haldun;",,,,
QMB,5305,,DEPT,2,T R,4-5,HGS,240,ADV MANAGERIAL STAT,"Mocko,Megan E;",,,,
QMB,6755,,DEPT,2,T R,1-2,HGS,140,MANAG QUANT ANALYS 1,"Munson,Adam Burton;",,,,
MAN,4504,,7A57,4,,,WEB*,,OPER/SUPPLY CHAIN MAN,"Munson,Adam Burton;",,,,
MAN,4504,,7191,4,,,WEB*,,OPER/SUPPLY CHAIN MAN,"Munson,Adam Burton;",,,,
QMB,4905,,8D06,VAR,TBA,,,,INDIVIDUAL WORK,"Aytug,Haldun;",,,,
QMB,4970,,8D07,1,TBA,,,,HONORS THESIS,"Aytug,Haldun;",,,,
IDS,1359,,0183,2,M W,2,BEC,0112,CREATIVITY IN ACTION,STAFF;,,,,
IDS,1359,,0184,2,M W,6,INF,0302,CREATIVITY IN ACTION,STAFF;,,,,
IDS,1359,,0186,2,M W,6,JENB,3003,CREATIVITY IN ACTION,STAFF;,,,,
IDS,1359,,0189,2,T R,2,BEC,0112,CREATIVITY IN ACTION,STAFF;,,,,
IDS,1359,,019A,2,T R,6,BEC,0112,CREATIVITY IN ACTION,STAFF;,,,,
IDS,1359,,019C,2,T R,2,INF,0302,CREATIVITY IN ACTION,STAFF;,,,,
IDS,1359,,4017,2,M W,6,BEC,0112,CREATIVITY IN ACTION,STAFF;,,,,
IDS,1359,,4018,2,M W,6,INF,0302,CREATIVITY IN ACTION,STAFF;,,,,
IDS,1359,,4029,2,T R,2,BEC,0112,CREATIVITY IN ACTION,STAFF;,,,,
IDS,1359,,403E,2,T R,6,JENB,3003,CREATIVITY IN ACTION,STAFF;,,,,
IDS,1359,,4036,2,T R,2,INF,0302,CREATIVITY IN ACTION,STAFF;,,,,
IDS,4950,,7117,2,TBA,,,,IA SENIOR PROJECT,STAFF;,,,,
IDS,4940,,DEPT,VAR,TBA,,,,INTERNSHIP,STAFF;,,,,
IDS,4940,,DEPT,VAR,TBA,,,,INTERNSHIP,STAFF;,,,,
IDS,1161,,4A03,3,M W,3,PUGH,170,WHAT IS THE GOOD LIFE,"Shehan,Constance L;",TO ARR,ANGE,,
IDS,1161,,4A08,3,M W,2,CSE,A101,WHAT IS THE GOOD LIFE,"Maze,John Marshall;",TO ARR,ANGE,,
IDS,1161,,4A18,3,M W,4,CAR,0100,WHAT IS THE GOOD LIFE,"Clark,Lynne;",TO ARR,ANGE,,
IDS,1161,,4B78,3,M W,2,CSE,A101,WHAT IS THE GOOD LIFE,"Maze,John Marshall;",TO ARR,ANGE,,
IDS,1161,,4B79,3,M W,2,CSE,A101,WHAT IS THE GOOD LIFE,"Maze,John Marshall;",TO ARR,ANGE,,
IDS,1161,,4B99,3,M W,2,CSE,A101,WHAT IS THE GOOD LIFE,"Maze,John Marshall;",TO ARR,ANGE,,
IDS,1161,,4C20,3,M W,2,CSE,A101,WHAT IS THE GOOD LIFE,"Maze,John Marshall;",TO ARR,ANGE,,
IDS,1161,,4C21,3,M W,2,CSE,A101,WHAT IS THE GOOD LIFE,"Maze,John Marshall;",TO ARR,ANGE,,
IDS,1161,,4C23,3,M W,2,CSE,A101,WHAT IS THE GOOD LIFE,"Maze,John Marshall;",TO ARR,ANGE,,
IDS,1161,,4C24,3,M W,2,CSE,A101,WHAT IS THE GOOD LIFE,"Maze,John Marshall;",TO ARR,ANGE,,
IDS,1161,,4C26,3,M W,2,CSE,A101,WHAT IS THE GOOD LIFE,"Maze,John Marshall;",TO ARR,ANGE,,
IDS,1161,,4C31,3,M W,2,CSE,A101,WHAT IS THE GOOD LIFE,"Maze,John Marshall;",TO ARR,ANGE,,
IDS,1161,,4C35,3,M W,2,MCCC,0100,WHAT IS THE GOOD LIFE,"Watkins,John M,Jr;",TO ARR,ANGE,,
IDS,1161,,4C36,3,M W,2,MCCC,0100,WHAT IS THE GOOD LIFE,"Watkins,John M,Jr;",TO ARR,ANGE,,
IDS,1161,,4C43,3,M W,2,MCCC,0100,WHAT IS THE GOOD LIFE,"Watkins,John M,Jr;",TO ARR,ANGE,,
IDS,1161,,4C56,3,M W,2,MCCC,0100,WHAT IS THE GOOD LIFE,"Watkins,John M,Jr;",TO ARR,ANGE,,
IDS,1161,,4C57,3,M W,2,MCCC,0100,WHAT IS THE GOOD LIFE,"Watkins,John M,Jr;",TO ARR,ANGE,,
IDS,1161,,4C72,3,M W,2,MCCC,0100,WHAT IS THE GOOD LIFE,"Watkins,John M,Jr;",TO ARR,ANGE,,
IDS,1161,,4C74,3,M W,2,MCCC,0100,WHAT IS THE GOOD LIFE,"Watkins,John M,Jr;",TO ARR,ANGE,,
IDS,1161,,4C99,3,M W,2,MCCC,0100,WHAT IS THE GOOD LIFE,"Watkins,John M,Jr;",TO ARR,ANGE,,
IDS,1161,,4D03,3,M W,2,MCCC,0100,WHAT IS THE GOOD LIFE,"Watkins,John M,Jr;",TO ARR,ANGE,,
IDS,1161,,4D04,3,M W,2,MCCC,0100,WHAT IS THE GOOD LIFE,"Watkins,John M,Jr;",TO ARR,ANGE,,
IDS,1161,,4D05,3,M W,3,PUGH,170,WHAT IS THE GOOD LIFE,"Shehan,Constance L;",TO ARR,ANGE,,
IDS,1161,,4D06,3,M W,3,PUGH,170,WHAT IS THE GOOD LIFE,"Shehan,Constance L;",TO ARR,ANGE,,
IDS,1161,,4D07,3,M W,3,PUGH,170,WHAT IS THE GOOD LIFE,"Shehan,Constance L;",TO ARR,ANGE,,
IDS,1161,,4D08,3,M W,3,PUGH,170,WHAT IS THE GOOD LIFE,"Shehan,Constance L;",TO ARR,ANGE,,
IDS,1161,,4D10,3,M W,3,PUGH,170,WHAT IS THE GOOD LIFE,"Shehan,Constance L;",TO ARR,ANGE,,
IDS,1161,,4D14,3,M W,3,PUGH,170,WHAT IS THE GOOD LIFE,"Shehan,Constance L;",TO ARR,ANGE,,
IDS,1161,,4D17,3,M W,3,PUGH,170,WHAT IS THE GOOD LIFE,"Shehan,Constance L;",TO ARR,ANGE,,
IDS,1161,,4D31,3,M W,3,PUGH,170,WHAT IS THE GOOD LIFE,"Shehan,Constance L;",TO ARR,ANGE,,
IDS,1161,,4D77,3,M W,3,PUGH,170,WHAT IS THE GOOD LIFE,"Shehan,Constance L;",TO ARR,ANGE,,
IDS,1161,,4D81,3,M W,3,TUR,L007,WHAT IS THE GOOD LIFE,"Ardelt,Monika;",TO ARR,ANGE,,
IDS,1161,,4D88,3,M W,3,TUR,L007,WHAT IS THE GOOD LIFE,"Ardelt,Monika;",TO ARR,ANGE,,
IDS,1161,,4D89,3,M W,3,TUR,L007,WHAT IS THE GOOD LIFE,"Ardelt,Monika;",TO ARR,ANGE,,
IDS,1161,,4D96,3,M W,3,TUR,L007,WHAT IS THE GOOD LIFE,"Ardelt,Monika;",TO ARR,ANGE,,
IDS,1161,,4D97,3,M W,3,TUR,L007,WHAT IS THE GOOD LIFE,"Ardelt,Monika;",TO ARR,ANGE,,
IDS,1161,,4E15,3,M W,3,TUR,L007,WHAT IS THE GOOD LIFE,"Ardelt,Monika;",TO ARR,ANGE,,
IDS,1161,,4E17,3,M W,3,TUR,L007,WHAT IS THE GOOD LIFE,"Ardelt,Monika;",TO ARR,ANGE,,
IDS,1161,,4E19,3,M W,3,TUR,L007,WHAT IS THE GOOD LIFE,"Ardelt,Monika;",TO ARR,ANGE,,
IDS,1161,,4E25,3,M W,3,TUR,L007,WHAT IS THE GOOD LIFE,"Ardelt,Monika;",TO ARR,ANGE,,
IDS,1161,,4E37,3,M W,3,TUR,L007,WHAT IS THE GOOD LIFE,"Ardelt,Monika;",TO ARR,ANGE,,
IDS,1161,,4E39,3,M W,4,CAR,0100,WHAT IS THE GOOD LIFE,"Clark,Lynne;",TO ARR,ANGE,,
IDS,1161,,4E42,3,M W,4,CAR,0100,WHAT IS THE GOOD LIFE,"Clark,Lynne;",TO ARR,ANGE,,
IDS,1161,,4E43,3,M W,4,CAR,0100,WHAT IS THE GOOD LIFE,"Clark,Lynne;",TO ARR,ANGE,,
IDS,1161,,4E44,3,M W,4,CAR,0100,WHAT IS THE GOOD LIFE,"Clark,Lynne;",TO ARR,ANGE,,
IDS,1161,,4E45,3,M W,4,CAR,0100,WHAT IS THE GOOD LIFE,"Clark,Lynne;",TO ARR,ANGE,,
IDS,1161,,4E46,3,M W,4,CAR,0100,WHAT IS THE GOOD LIFE,"Clark,Lynne;",TO ARR,ANGE,,
IDS,1161,,4E58,3,M W,4,CAR,0100,WHAT IS THE GOOD LIFE,"Clark,Lynne;",TO ARR,ANGE,,
IDS,1161,,4040,3,M W,3,TUR,L007,WHAT IS THE GOOD LIFE,"Ardelt,Monika;",TO ARR,ANGE,,
IDS,1161,,4042,3,M W,3,TUR,L007,WHAT IS THE GOOD LIFE,"Ardelt,Monika;",TO ARR,ANGE,,
IDS,1161,,41E2,3,M W,4,CAR,0100,WHAT IS THE GOOD LIFE,"Clark,Lynne;",TO ARR,ANGE,,
IDS,1161,,41E3,3,M W,4,CAR,0100,WHAT IS THE GOOD LIFE,"Clark,Lynne;",TO ARR,ANGE,,
IDS,1161,,41E4,3,M W,4,CAR,0100,WHAT IS THE GOOD LIFE,"Clark,Lynne;",TO ARR,ANGE,,
IDS,1161,,41E5,3,M W,4,CAR,0100,WHAT IS THE GOOD LIFE,"Clark,Lynne;",TO ARR,ANGE,,
IDS,4930,,4F38,1,M W,3,TUR,2349,GO BEYOND: LAUNCHING,"Braun,Ryan G;",,,,
IDS,4930,,4F39,1,T R,2,TUR,2350,GO BEYOND: LAUNCHING,"Braun,Ryan G;",,,,
IDS,4930,,DEPT,1,R,5-6,TUR,1105,INTRO TO THE PREHEALT,"Knickerbocker,Roberta A;",,,,
IDS,4940,,DEPT,VAR,TBA,,,,INTERNSHIP,STAFF;,,,,
IDS,4940,,DEPT,VAR,TBA,,,,INTERNSHIP,STAFF;,,,,
IDS,2935,,7H19,1,,,WEB,,ART OF GETTING HIRED,"Harsell,Jaime Nichole;",,,,
IDS,4940,,DEPT,VAR,TBA,,,,INTERNSHIP,STAFF;,,,,
IDS,4940,,DEPT,VAR,TBA,,,,INTERNSHIP,"Grubbs,Brittany;",,,,
IDS,4940,,DEPT,VAR,TBA,,,,INTERNSHIP,STAFF;,,,,
IND,1020,,DEPT,3,TW,5,ARCH,0411,DESIGN INNOVATION,STAFF;,R,5-6,ARCH,0411
IND,2100,,DEPT,3,TWR,5-6,RNK,0220,HIST INTERIOR DES 1,STAFF;,,,,
IND,6906,,DEPT,VAR,TBA,,,,INDEPENDENT STUDIES,STAFF;,,,,
IND,4940,,DEPT,3,TBA,,,,DESIGN FIELD EXPER,STAFF;,,,,
IND,6906,,DEPT,VAR,TBA,,,,INDEPENDENT STUDIES,STAFF;,,,,
IND,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
IND,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
IND,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
JST,4905,,8B40,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
JST,4940,,8B41,VAR,TBA,,,,INTERNSHIP,STAFF;,,,,
JST,4970,,8B42,VAR,TBA,,,,SENIOR HONORS THESIS,STAFF;,,,,
JOU,4008,,02C8,3,TW,6-7,WEIM,3028,JOURNALISM STUDIES,STAFF;,R,6,WEIM,3028
JOU,4905,,02A8,VAR,,,WEB,,INDIVIDUAL PROBLEMS,STAFF;,,,,
JOU,4940,,DEPT,VAR,,,WEB,,JOURNALISM INTERNSHIP,STAFF;,,,,
MMC,2450,,0179,1,TW,3,DAU,0342,DATA LITERACY FOR COM,STAFF;,,,,
MMC,4200,,0738,3,,,WEB,,LAW OF MASS COMMUNICA,STAFF;,,,,
JOU,2040,,4E71,1,,,WEB,,WRITING MECHANICS,STAFF;,,,,
JOU,3601,,5034,3,M,2-4,WEIM,3024,PHOTOGRAPHC JOURNALSM,STAFF;,W,2-3,WEIM,3024
JOU,4905,,DEPT,VAR,,,WEB,,INDIVIDUAL PROBLEMS,STAFF;,,,,
JOU,4940,,DEPT,VAR,,,WEB,,JOURNALISM INTERNSHIP,STAFF;,,,,
MMC,2604,,4E50,3,,,WEB,,MASS MEDIA AND YOU,STAFF;,,,,
JOU,3101,,72AE,3,T R,3,FLI,0109,REPORTING,STAFF;,W,4-5,WEIM,3024
JOU,3101,,8247,3,T R,3,FLI,0109,REPORTING,STAFF;,M,E1E2,WEIM,3024
JOU,3101,,9383,3,T R,3,FLI,0109,REPORTING,STAFF;,W,E1E2,WEIM,2050
JOU,3109C,,7A16,3,,,WEB,,MULTIMEDIA WRITING,STAFF;,,,,
JOU,3109C,,7A41,3,,,WEB,,MULTIMEDIA WRITING,STAFF;,,,,
JOU,3109C,,759H,3,,,WEB,,MULTIMEDIA WRITING,STAFF;,,,,
JOU,3346L,,7G98,3,T,3,WEIM,2050,MULTIMEDIA REPORTING,STAFF;,T,5-6,WEIM,2056
JOU,4201,,71BF,3,T,4,WEIM,2050,NEWS CENTER PRACTICUM,STAFF;,,,,
JOU,4905,,DEPT,VAR,,,WEB,,INDIVIDUAL PROBLEMS,STAFF;,,,,
JOU,4930,,8F56,1,,,WEB,,INTERVIEWING,STAFF;,,,,
JOU,4940,,DEPT,VAR,,,WEB,,JOURNALISM INTERNSHIP,STAFF;,,,,
MMC,2121,,71CD,3,,,WEB,,WRITING FUNDAMENTALS,STAFF;,,,,
MMC,3614,,717A,3,,,WEB,,MEDIA AND POLITICS,STAFF;,,,,
MMC,3614,,8C03,3,,,WEB,,MEDIA AND POLITICS,STAFF;,,,,
MMC,4200,,7G93,3,,,WEB,,LAW OF MASS COMMUNICA,STAFF;,,,,
MMC,4200,,7H14,3,,,WEB,,LAW OF MASS COMMUNICA,STAFF;,,,,
MMC,4200,,8C04,3,,,WEB,,LAW OF MASS COMMUNICA,STAFF;,,,,
MMC,4302,,75BA,3,,,WEB,,WORLD COMM SYSTEMS,STAFF;,,,,
LAA,2330,,0630,3,,,WEB,,SITE ANALYSIS,STAFF;,,,,
LAA,1920,,4F63,3,,,WEB,,INTRO TO LANDSCAPE,STAFF;,,,,
LAA,2360C,,8256,5,MTWR,2-3,ARCH,0316,PRIN LANDSCAPE ARCH,STAFF;,,,,
LAA,4362,,DEPT,4,M W,5-7,ARCH,0116,DES COMMUNIC FOR LAS,STAFF;,,,,
LAA,6941,,DEPT,3,TBA,,,,SUPERVISED INTERNSHIP,STAFF;,,,,
LAA,6979,,DEPT,VAR,TBA,,,,TERMINAL PROJECT,STAFF;,,,,
LIT,2000,,4A80,3,MTWRF,3,MAT,0006,INTRO TO LITERATURE,"Hebblethwaite,Benjamin John;",,,,
ARA,1130,,026H,5,MTWR,2-3,MAT,0118,BEGINNING ARABIC 1,"Bouguettaya,Soraya;",F,2,MAT,0118
ABT,3500,,4A67,3,MTWRF,2,MAT,0007,ARABIC CULTURE,"Haddad,Youssef A;",,,,
ARA,1131,,4H87,5,MTWR,2-3,MAT,0151,BEGINNING ARABIC 2,"Bouguettaya,Soraya;",F,2,MAT,0151
FRE,1130,,0274,5,MTWR,2-3,MAT,0006,BEGINNING FRENCH 1,STAFF;,F,2,MAT,0006
FRE,1131,,402C,5,MTWR,2-3,AND,0101,BEGINNING FRENCH 2,STAFF;,F,2,AND,0101
FRW,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
JPN,1130,,0777,5,MTWR,2-3,MAT,0010,BEGINNING JAPANESE 1,"Sano,Ryosuke;",F,2,MAT,0010
JPN,1131,,5241,5,MTWR,2-3,MAT,0013,BEGINNING JAPANESE 2,"Uotate,Yasuo;",F,2,MAT,0013
JPT,3500,,4B77,3,MTWRF,4,MAT,0013,JAPANESE CULTURE,"Wehmeyer,Ann Kathryn;",,,,
LAS,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
LAS,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
LAS,6941,,DEPT,3,TBA,,,,TROP CONSERV/DEV PRAC,STAFF;,,,,
LAS,6949,,DEPT,VAR,TBA,,,,INTRNSHP LAT AM STUD,STAFF;,,,,
LAS,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
LAS,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
LAS,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
LAS,6941,,DEPT,3,TBA,,,,TROP CONSERV/DEV PRAC,STAFF;,,,,
LAS,6949,,DEPT,VAR,TBA,,,,INTRNSHP LAT AM STUD,STAFF;,,,,
LAS,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
LAS,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
LAS,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
LAS,6941,,DEPT,3,TBA,,,,TROP CONSERV/DEV PRAC,STAFF;,,,,
LAS,6949,,DEPT,VAR,TBA,,,,INTRNSHP LAT AM STUD,STAFF;,,,,
LAS,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
LAW,7617,,8E54,3,TBA,,,,PARTNERSHIP TAXATION,"Friel,Michael Kendall;",,,,
LAW,7660,,712E,2,TBA,,,,TAX POLICY,"Friel,Michael Kendall;",,,,
EAP,5836,,014F,3,T,2-3,YON,0320,ACADEMIC SPOKEN ENG 2,"Tapper,Gordon J;",,,,
LIN,3010,,0416,3,TBA,,,,INTRO TO LINGUISTICS,STAFF;,,,,
LIN,4721,,0418,3,MTWRF,4,MAT,0007,SECOND LANG ACQUIS,STAFF;,,,,
LIN,4905,,DEPT,3,TBA,,,,INDIVIDUAL STUDY,STAFF;,,,,
LIN,4911,,DEPT,VAR,TBA,,,,UG RES LINGUISTICS,STAFF;,,,,
LIN,4970,,DEPT,3,TBA,,,,SENIOR THESIS,STAFF;,,,,
LIN,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,STAFF;,,,,
LIN,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
LIN,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
LIN,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
LIN,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
LIN,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
EAP,5836,,4H49,3,W,3-4,YON,0320,ACADEMIC SPOKEN ENG 2,"Tapper,Gordon J;",,,,
LIN,2614,,4E26,3,MTWRF,4,MAT,0010,LANGUAGE IN THE USA,STAFF;,,,,
LIN,3010,,4B60,3,MTWRF,3,MAT,0010,INTRO TO LINGUISTICS,STAFF;,,,,
LIN,4905,,DEPT,3,TBA,,,,INDIVIDUAL STUDY,STAFF;,,,,
LIN,4911,,DEPT,VAR,TBA,,,,UG RES LINGUISTICS,STAFF;,,,,
LIN,4970,,DEPT,3,TBA,,,,SENIOR THESIS,STAFF;,,,,
LIN,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,STAFF;,,,,
LIN,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
LIN,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
LIN,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
LIN,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
LIN,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
LIN,4905,,DEPT,3,TBA,,,,INDIVIDUAL STUDY,STAFF;,,,,
LIN,4911,,DEPT,VAR,TBA,,,,UG RES LINGUISTICS,STAFF;,,,,
LIN,4970,,DEPT,3,TBA,,,,SENIOR THESIS,STAFF;,,,,
LIN,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,STAFF;,,,,
LIN,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,STAFF;,,,,
LIN,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
LIN,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,STAFF;,,,,
LIN,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
BUL,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,STAFF;,,,,
BUL,5811,,DEPT,2,T R,1-2,HGS,240,"LAW, ETHICS, & ORG","Rich,Bruce L;",,,,
BUL,5832,,02HG,2,T R,3-4,GER,0122,COMMERCIAL LAW FOR AC,"Rich,Bruce L;",,,,
ENT,4934,,01HE,2,T R,3-4,MAT,0120,STARTUP FUNDING,STAFF;,,,,
ENT,6930,,DEPT,1,TBA,,,,MSE PRACTICUM,STAFF;,,,,
ENT,6946,,DEPT,2,TBA,,,,ENTREPRE CONSULT PROJ,STAFF;,,,,
MAN,6447,,DEPT,2,W,6-E2,HGS,240,ART & SCIENCE NEGOTIA,STAFF;,,,,
MAN,6447,,DEPT,2,W,1-4,HGS,240,ART & SCIENCE NEGOTIA,STAFF;,,,,
BUL,5811,,DEPT,2,T R,3-4,HGS,250,"LAW, ETHICS, & ORG","Rich,Bruce L;",,,,
BUL,6516,,DEPT,2,T R,E1E2,HGS,140,LAW REAL EST TRANSACT,"Kabler,Philip Noble;",,,,
ENT,4015,,DEPT,2,M W,1-2,MAT,0120,VENTURE ACCELERATOR,STAFF;,,,,
ENT,4015,,DEPT,2,M W,3-4,MAT,0120,VENTURE ACCELERATOR,STAFF;,,,,
ENT,6930,,DEPT,2,M W,3-4,HGS,250,ENTREP SELLING,STAFF;,,,,
ENT,6930,,DEPT,1,TBA,,,,MSE PRACTICUM,STAFF;,,,,
ENT,6946,,DEPT,2,TBA,,,,ENTREPRE CONSULT PROJ,STAFF;,,,,
MAN,5246,,DEPT,2,M W,5-6,HGS,250,ORGANIZATIONAL BEHAV,"Clarke,Linda D;",,,,
MAN,6636,,DEPT,2,TBA,,,,GLOBAL STRATEG MANAGE,"Kraft,John;",,,,
BUL,4310,,8H69,4,TBA,,,,LEGAL ENVIRON BUSINES,"Emerson,Robert W;",,,,
BUL,4310,,8H71,4,TBA,,,,LEGAL ENVIRON BUSINES,"Emerson,Robert W;",,,,
BUL,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,STAFF;,,,,
ENT,3003,,72A8,4,TBA,,,,PRIN ENTREPRENEURSHIP,STAFF;,,,,
ENT,3003,,8H73,4,TBA,,,,PRIN ENTREPRENEURSHIP,"Pryor,Christopher Garrett;",,,,
MAN,3025,,7193,4,TBA,,,,PRINS OF MANAGEMENT,STAFF;,,,,
MAN,3025,,8H66,4,TBA,,,,PRINS OF MANAGEMENT,"Archambeau,Lindy;",,,,
MAN,3025,,DEPT,4,TBA,,,,PRINS OF MANAGEMENT,"Archambeau,Lindy;",,,,
MAN,4723,,8H65,4,,,WEB,,STRATEGIC MANAGEMENT,"Settles,Alexander M;",,,,
MAN,6900,,DEPT,2,TBA,,,,CAPSTONE PROJECT,"Kraft,John;",,,,
MAR,4803,,0698,4,MTW,3-4,HVNR,240,MARKETING MANAGEMENT,"DiPasquale,Dennis A;",R,3,HVNR,240
MAR,4905,,DEPT,VAR,TBA,,,,INDEPENDENT STUDY,"Lutz,Richard J;",,,,
MAR,4970,,DEPT,1,TBA,,,,HONORS THESIS,"Cooke,Alan David Judkins;",,,,
MAR,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,"Lutz,Richard J;",,,,
MAR,6930,,DEPT,2,M W,6-7,HGS,250,PROFESSIONAL SELLING,"DiPasquale,Dennis A;",,,,
MAR,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,"Sela,Aner;",,,,
MAR,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Sela,Aner;",,,,
MAR,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,"Sela,Aner;",,,,
MAR,4905,,DEPT,VAR,TBA,,,,INDEPENDENT STUDY,"Lutz,Richard J;",,,,
MAR,4945,,DEPT,VAR,TBA,,,,RETAIL MANAGE INTERN,"Schulz,Cecilia M;",,,,
